0.00308	-3.944498	-10	 0.40400822671501 
0.006177	-3.944396	-10	 0.404019435695492 
0.009274	-3.944601	-10	 0.403996965524777 
0.012371	-3.944804	-10	 0.403974549012925 
0.015468	-3.944804	-10	 0.40397460150926 
0.018565	-3.944397	-10	 0.404019409444614 
0.021662	-3.944295	-10	 0.40403064496528 
0.024759	-3.944499	-10	 0.40400820046481 
0.027856	-3.944906	-10	 0.403963393685857 
0.030953	-3.944906	-10	 0.403963367438367 
0.03405	-3.944601	-10	 0.403996939275258 
0.037147	-3.944295	-10	 0.40403064496528 
0.040244	-3.944397	-10	 0.404019356942863 
0.043341	-3.945007	-10	 0.403952212398502 
0.046438	-3.944906	-10	 0.403963367438367 
0.049535	-3.944804	-10	 0.40397460150926 
0.052632	-3.944397	-10	 0.404019409444614 
0.055729	-3.944397	-10	 0.404019356942863 
0.058826	-3.944702	-10	 0.403985809621909 
0.061923	-3.945008	-10	 0.403952159904875 
0.06785	-3.944498	-10	 0.40400822671501 
0.070947	-3.944295	-10	 0.404030592462171 
0.074044	-3.944499	-10	 0.40400820046481 
0.077141	-3.9446	-10	 0.403997018023821 
0.080238	-3.944906	-10	 0.403963367438367 
0.083335	-3.944498	-10	 0.40400822671501 
0.086432	-3.944397	-10	 0.404019409444614 
0.089529	-3.944601	-10	 0.403996939275258 
0.092626	-3.944702	-10	 0.403985783373064 
0.095723	-3.944906	-10	 0.403963367438367 
0.09882	-3.9446	-10	 0.403996991774298 
0.101917	-3.944295	-10	 0.40403064496528 
0.105014	-3.944295	-10	 0.404030592462171 
0.108111	-3.944601	-10	 0.403996965524777 
0.111208	-3.944702	-10	 0.40398575712422 
0.114305	-3.944499	-10	 0.404008174214611 
0.117402	-3.9446	-10	 0.403997018023821 
0.120499	-3.944296	-10	 0.404030539959069 
0.123596	-3.944601	-10	 0.403996965524777 
0.126693	-3.944804	-10	 0.403974549012925 
0.12979	-3.944702	-10	 0.403985809621909 
0.132887	-3.944702	-10	 0.403985783373064 
0.135984	-3.944396	-10	 0.404019435695492 
0.139081	-3.944702	-10	 0.403985809621909 
0.142178	-3.944804	-10	 0.403974549012925 
0.145275	-3.944702	-10	 0.403985809621909 
0.148372	-3.9446	-10	 0.403996991774298 
0.151469	-3.944295	-10	 0.40403064496528 
0.154566	-3.944499	-10	 0.40400820046481 
0.157663	-3.944702	-10	 0.403985809621909 
0.16076	-3.944702	-10	 0.40398575712422 
