 0.00308 	 4.986979 	 4.766947 	 0.000102219829722572 
 0.006177 	 4.987386 	 4.768066 	 2.15957382307123E-05 
 0.009274 	 4.987589 	 4.767965 	-1.63389431430914E-05 
 0.012371 	 4.98759 	 4.767965 	-1.07659382433947E-05 
 0.015468 	 4.987386 	 4.768168 	 2.67887787457757E-05 
 0.018565 	 4.987691 	 4.768066 	-4.31902360242957E-05 
 0.021662 	 4.987793 	 4.76766 	-6.14915617590792E-05 
 0.024759 	 4.987691 	 4.768066 	-3.62872724711534E-05 
 0.027856 	 4.987691 	 4.768372 	-3.47040306676451E-05 
 0.030953 	 4.987691 	 4.767964 	-2.48879874342269E-05 
 0.03405 	 4.987589 	 4.768067 	-1.30458013387446E-05 
 0.037147 	 4.987589 	 4.76827 	-1.30458013387446E-05 
 0.040244 	 4.987488 	 4.767761 	 5.88967293665098E-06 
 0.043341 	 4.987488 	 4.767354 	 3.41981431552206E-06 
 0.046438 	 4.987284 	 4.768066 	 3.41356833915783E-05 
 0.049535 	 4.987182 	 4.76827 	 5.59222573104876E-05 
 0.052632 	 4.987182 	 4.768066 	 4.95892028637342E-05 
 0.055729 	 4.987081 	 4.767761 	 5.59867222947281E-05 
 0.058826 	 4.986775 	 4.767354 	 0.000111027202190198 
 0.061923 	 4.986877 	 4.767964 	 8.80989442281943E-05 
 0.067775 	 4.983012 	 4.767863 	 0.000848453745465535 
 0.070872 	 4.98291 	 4.767965 	 0.000870131247785429 
 0.073969 	 4.982808 	 4.767252 	 0.000889339178779243 
 0.077066 	 4.983114 	 4.767762 	 0.000819303366828228 
 0.080163 	 4.983114 	 4.767558 	 0.000808093242451845 
 0.08326 	 4.983114 	 4.767253 	 0.000801759783293751 
 0.086357 	 4.983215 	 4.767456 	 0.000775206435544485 
 0.089454 	 4.983317 	 4.767863 	 0.000760940343516226 
 0.092551 	 4.983419 	 4.767049 	 0.000731537595201759 
 0.095648 	 4.983317 	 4.767863 	 0.00074713326263693 
 0.098745 	 4.983418 	 4.767252 	 0.000716843819575467 
 0.101842 	 4.98352 	 4.767354 	 0.000692634883671678 
 0.104939 	 4.98352 	 4.767354 	 0.000687567947545372 
 0.108036 	 4.983724 	 4.767558 	 0.00064162140628249 
 0.111133 	 4.983928 	 4.767252 	 0.00059814667552533 
 0.11423 	 4.983724 	 4.767863 	 0.000639087915914969 
 0.117327 	 4.983928 	 4.767252 	 0.000590546165911171 
 0.120424 	 4.983928 	 4.767457 	 0.000589152732882256 
 0.123521 	 4.984334 	 4.767151 	 0.000499041539551414 
 0.126618 	 4.984232 	 4.766947 	 0.000520777051660594 
 0.129715 	 4.984436 	 4.767354 	 0.000477369783335258 
 0.132812 	 4.984233 	 4.767151 	 0.000514379757209781 
 0.135909 	 4.984233 	 4.767049 	 0.000510579423692547 
 0.139006 	 4.984843 	 4.767456 	 0.000385746589296337 
 0.142103 	 4.984639 	 4.767252 	 0.000410211971302795 
 0.1452 	 4.984945 	 4.766947 	 0.000347671909933277 
 0.148297 	 4.984945 	 4.76715 	 0.000342668014971118 
 0.151394 	 4.985148 	 4.767354 	 0.000301926879861044 
 0.154491 	 4.985148 	 4.767151 	 0.00030313035055648 
 0.157588 	 4.985148 	 4.767049 	 0.000295656140697629 
 0.160685 	 4.985148 	 4.767252 	 0.000290652189317937 
 0.163782 	 4.985352 	 4.767049 	 0.000247315669683736 
 0.166879 	 4.985453 	 4.766541 	 0.00021931390311887 
 0.169976 	 4.985555 	 4.76715 	 0.000193846145681788 
 0.173073 	 4.985759 	 4.767049 	 0.000155516981041546 
 0.17617 	 4.985657 	 4.767151 	 0.000175916521887879 
 0.179267 	 4.985759 	 4.767049 	 0.000154186795771105 
 0.182364 	 4.98586 	 4.766744 	 0.0001301138333175 
 0.185461 	 4.98586 	 4.766744 	 0.000128910326259871 
 0.188558 	 4.986166 	 4.766846 	 5.87207522759074E-05 
 0.191655 	 4.985962 	 4.766846 	 9.60330557157679E-05 
 0.194752 	 4.986166 	 4.766845 	 6.14445006858897E-05 
 0.197849 	 4.986267 	 4.76715 	 3.86400134236507E-05 
 0.200946 	 4.986063 	 4.767151 	 7.82951869573509E-05 
 0.204043 	 4.986471 	 4.767253 	-8.67801715420896E-06 
 0.20714 	 4.986369 	 4.766846 	 9.31155582136935E-06 
 0.210237 	 4.986369 	 4.766947 	 7.98133886964537E-06 
 0.213334 	 4.986776 	 4.766541 	-7.48695531404546E-05 
 0.216431 	 4.986877 	 4.766744 	-8.75366164261139E-05 
 0.219528 	 4.986979 	 4.767049 	-0.000111795109387699 
 0.222625 	 4.986775 	 4.766947 	-7.58830686615777E-05 
 0.225722 	 4.987081 	 4.766947 	-0.000144667990381946 
 0.228819 	 4.986878 	 4.766744 	-0.000107743314484203 
 0.231916 	 4.986776 	 4.766846 	-8.98187985520687E-05 
 0.235013 	 4.986979 	 4.766642 	-0.000130544974781966 
 0.23811 	 4.986979 	 4.766642 	-0.000138146371715958 
 0.241207 	 4.986979 	 4.767457 	-0.000135549221265105 
 0.244304 	 4.986979 	 4.766541 	-0.000134345666026336 
 0.247401 	 4.987081 	 4.766439 	-0.000164875036592391 
 0.250498 	 4.987081 	 4.766541 	-0.000168549088864251 
 0.253595 	 4.987284 	 4.766846 	-0.000215480685542945 
